division_id,kpi_id,period_id,year,target,realization
4,13,1,2016,100.0,99.37
4,13,2,2016,100.0,100.0
4,13,3,2016,100.0,100.0
4,13,4,2016,100.0,100.0
4,13,5,2016,100.0,99.97
4,13,6,2016,100.0,100.0
4,13,7,2016,100.0,100.0
4,13,8,2016,100.0,100.0
4,13,9,2016,100.0,99.91
4,13,10,2016,100.0,100.0
4,13,11,2016,100.0,100.0
4,13,12,2016,100.0,100.0
4,13,1,2017,100.0,100.0
4,13,2,2017,100.0,99.83
4,13,3,2017,100.0,100.0
4,13,4,2017,100.0,99.0
4,13,5,2017,100.0,99.0
4,13,6,2017,100.0,99.25
4,13,7,2017,100.0,100.0
4,13,8,2017,100.0,99.99
4,13,9,2017,100.0,100.0
4,13,10,2017,100.0,99.56
4,13,11,2017,100.0,100.0
4,13,12,2017,100.0,99.38
4,13,1,2018,100.0,100.0
4,13,2,2018,100.0,100.0
4,13,3,2018,100.0,99.0
4,13,4,2018,100.0,99.53
4,13,5,2018,100.0,100.0
4,13,6,2018,100.0,100.0
4,13,7,2018,100.0,100.0
4,13,8,2018,100.0,100.0
4,13,9,2018,100.0,100.0
4,13,10,2018,100.0,100.0
4,13,11,2018,100.0,100.0
4,13,12,2018,100.0,99.35
4,13,1,2019,100.0,99.99
4,13,2,2019,100.0,100.0
4,13,3,2019,100.0,99.99
4,13,4,2019,100.0,99.62
4,13,5,2019,100.0,99.79
4,13,6,2019,100.0,100.0
4,13,7,2019,100.0,100.0
4,13,8,2019,100.0,99.24
4,13,9,2019,100.0,99.97
4,13,10,2019,100.0,100.0
4,13,11,2019,100.0,100.0
4,13,12,2019,100.0,99.69
4,13,1,2020,100.0,100.0
4,13,2,2020,100.0,100.0
4,13,3,2020,100.0,100.0
4,13,4,2020,100.0,100.0
4,13,5,2020,100.0,99.0
4,13,6,2020,100.0,99.38
4,13,7,2020,100.0,99.0
4,13,8,2020,100.0,100.0
4,13,9,2020,100.0,99.98
4,13,10,2020,100.0,100.0
4,13,11,2020,100.0,99.67
4,13,12,2020,100.0,99.85
4,13,1,2021,100.0,100.0
4,13,2,2021,100.0,100.0
4,13,3,2021,100.0,99.0
4,13,4,2021,100.0,99.97
4,13,5,2021,100.0,100.0
4,13,6,2021,100.0,100.0
4,13,7,2021,100.0,99.89
4,13,8,2021,100.0,100.0
4,13,9,2021,100.0,99.76
4,13,10,2021,100.0,100.0
4,13,11,2021,100.0,99.95
4,13,12,2021,100.0,100.0
4,13,1,2022,100.0,100.0
4,13,2,2022,100.0,100.0
4,13,3,2022,100.0,100.0
4,13,4,2022,100.0,99.99
4,13,5,2022,100.0,100.0
4,13,6,2022,100.0,100.0
4,13,7,2022,100.0,99.93
4,13,8,2022,100.0,100.0
4,13,9,2022,100.0,100.0
4,13,10,2022,100.0,99.99
4,13,11,2022,100.0,100.0
4,13,12,2022,100.0,100.0
4,13,1,2023,100.0,100.0
4,13,2,2023,100.0,100.0
4,13,3,2023,100.0,100.0
4,13,4,2023,100.0,100.0
4,13,5,2023,100.0,100.0
4,13,6,2023,100.0,100.0
4,13,7,2023,100.0,99.98
4,13,8,2023,100.0,99.99
4,13,9,2023,100.0,99.99
4,13,10,2023,100.0,99.51
4,13,11,2023,100.0,99.84
4,13,12,2023,100.0,99.55
4,13,1,2024,100.0,99.89
4,13,2,2024,100.0,99.59
4,13,3,2024,100.0,99.95
4,13,4,2024,100.0,100.0
4,13,5,2024,100.0,99.98
4,13,6,2024,100.0,100.0
4,13,7,2024,100.0,99.82
4,13,8,2024,100.0,100.0
4,13,9,2024,100.0,100.0
4,13,10,2024,100.0,100.0
4,13,11,2024,100.0,100.0
4,13,12,2024,100.0,99.99
4,13,1,2025,100.0,99.95
4,13,2,2025,100.0,100.0
4,13,3,2025,100.0,99.0
4,13,4,2025,100.0,99.72
4,13,5,2025,100.0,99.97
4,13,6,2025,100.0,100.0
4,13,7,2025,100.0,99.96
4,13,8,2025,100.0,100.0
4,13,9,2025,100.0,99.63
4,13,10,2025,100.0,99.98
4,13,11,2025,100.0,100.0
4,13,12,2025,100.0,99.99
4,13,1,2026,100.0,100.0
4,13,2,2026,100.0,99.98
4,13,3,2026,100.0,100.0
4,13,4,2026,100.0,100.0
