division_id,kpi_id,period_id,year,target,realization
3,8,13,2016,30000000,31087000
3,8,14,2016,30000000,31326000
3,8,15,2016,30000000,29829000
3,8,16,2016,30000000,29794000
3,8,13,2017,30000000,31428000
3,8,14,2017,30000000,31570000
3,8,15,2017,30000000,31080000
3,8,16,2017,30000000,33426000
3,8,13,2018,30000000,34073000
3,8,14,2018,30000000,33107000
3,8,15,2018,30000000,32007000
3,8,16,2018,30000000,31032000
3,8,13,2019,30000000,32931000
3,8,14,2019,30000000,34236000
3,8,15,2019,30000000,36308000
3,8,16,2019,30000000,36482000
3,8,13,2020,30000000,36302000
3,8,14,2020,30000000,30261000
3,8,15,2020,30000000,31399000
3,8,16,2020,30000000,30099000
3,8,13,2021,30000000,31283000
3,8,14,2021,30000000,31455000
3,8,15,2021,30000000,33382000
3,8,16,2021,30000000,32239000
3,8,13,2022,30000000,31334000
3,8,14,2022,30000000,31172000
3,8,15,2022,30000000,31039000
3,8,16,2022,30000000,31730000
3,8,13,2023,30000000,32438000
3,8,14,2023,30000000,32801000
3,8,15,2023,30000000,33438000
3,8,16,2023,30000000,34208000
3,8,13,2024,30000000,33247000
3,8,14,2024,30000000,33541000
3,8,15,2024,30000000,33597000
3,8,16,2024,30000000,35929000
3,8,13,2025,30000000,33236000
3,8,14,2025,30000000,34666000
3,8,15,2025,30000000,33317000
3,8,16,2025,30000000,33070000
3,8,13,2026,30000000,34122000
