division_id,kpi_id,period_id,year,target,realization
2,7,13,2016,1,2
2,7,14,2016,1,1
2,7,15,2016,1,1
2,7,16,2016,1,0
2,7,13,2017,1,1
2,7,14,2017,1,0
2,7,15,2017,1,1
2,7,16,2017,1,1
2,7,13,2018,1,1
2,7,14,2018,1,1
2,7,15,2018,1,1
2,7,16,2018,1,1
2,7,13,2019,1,1
2,7,14,2019,1,1
2,7,15,2019,1,1
2,7,16,2019,1,2
2,7,13,2020,1,1
2,7,14,2020,1,2
2,7,15,2020,1,1
2,7,16,2020,1,1
2,7,13,2021,1,2
2,7,14,2021,1,2
2,7,15,2021,1,1
2,7,16,2021,1,0
2,7,13,2022,1,1
2,7,14,2022,1,1
2,7,15,2022,1,1
2,7,16,2022,1,2
2,7,13,2023,1,1
2,7,14,2023,1,1
2,7,15,2023,1,1
2,7,16,2023,1,2
2,7,13,2024,1,1
2,7,14,2024,1,1
2,7,15,2024,1,1
2,7,16,2024,1,2
2,7,13,2025,1,1
2,7,14,2025,1,1
2,7,15,2025,1,1
2,7,16,2025,1,1
2,7,13,2026,1,1
